=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
00644. conclusively       (相邻汉明距离: 380)
00645. conclusive         (相邻汉明距离: 296)
00646. conducive          (相邻汉明距离: 528)
00647. conduct oneself    (相邻汉明距离: 585)
00648. conduct            (相邻汉明距离: 647)
00649. contest            (相邻汉明距离: 443)
00650. competition        (相邻汉明距离: 412)
00651. ordination         (相邻汉明距离: 534)
00652. order              (相邻汉明距离: 468)
00653. goods              (相邻汉明距离: 495)
00654. material           (相邻汉明距离: 490)
00655. materials          (相邻汉明距离: 243)
00656. materiel           (相邻汉明距离: 515)
00657. materialism        (相邻汉明距离: 601)
00658. materialize        (相邻汉明距离: 657)
00659. matte              (相邻汉明距离: 641)
00660. mat                (相邻汉明距离: 549)
00661. mast               (相邻汉明距离: 436)
00662. m                  (相邻汉明距离: 462)
00663. meth               (相邻汉明距离: 477)
00664. maybe              (相邻汉明距离: 480)
00665. either             (相邻汉明距离: 493)
00666. chosen             (相邻汉明距离: 483)
00667. chose              (相邻汉明距离: 467)
00668. choose between     (相邻汉明距离: 430)
00669. choose to do       (相邻汉明距离: 437)
00670. by choice          (相邻汉明距离: 502)
00671. choice area        (相邻汉明距离: 569)
00672. Quebec             (相邻汉明距离: 715)
00673. Ontario            (相邻汉明距离: 432)
00674. Illinois           (相邻汉明距离: 539)
00675. Iowa               (相邻汉明距离: 371)
00676. Nebraska           (相邻汉明距离: 390)
00677. North Dakota       (相邻汉明距离: 314)
00678. Montana            (相邻汉明距离: 343)
00679. Idaho              (相邻汉明距离: 361)
00680. Nevada             (相邻汉明距离: 358)
00681. Alaska             (相邻汉明距离: 424)
00682. Hawaii             (相邻汉明距离: 428)
00683. ridge              (相邻汉明距离: 478)
00684. ham                (相邻汉明距离: 460)
00685. haven              (相邻汉明距离: 437)
00686. hart               (相邻汉明距离: 426)
00687. hare               (相邻汉明距离: 355)
00688. hamster            (相邻汉明距离: 363)
00689. hunt               (相邻汉明距离: 450)
00690. seek               (相邻汉明距离: 512)
00691. quire              (相邻汉明距离: 485)
00692. retrieve           (相邻汉明距离: 518)
00693. fetch              (相邻汉明距离: 459)
00694. fetch up           (相邻汉明距离: 542)
00695. fetch information  (相邻汉明距离: 622)
00696. find what          (相邻汉明距离: 647)
00697. find a way         (相邻汉明距离: 544)
00698. make a way         (相邻汉明距离: 479)
00699. make way           (相邻汉明距离: 481)
00700. in the way of      (相邻汉明距离: 530)
00701. in this way        (相邻汉明距离: 412)
00702. in the same way    (相邻汉明距离: 438)
00703. by the way         (相邻汉明距离: 543)
00704. by and by          (相邻汉明距离: 612)
00705. by the by          (相邻汉明距离: 366)
00706. by the book        (相邻汉明距离: 480)
00707. not the whole story (相邻汉明距离: 773)
00708. for the most part  (相邻汉明距离: 722)
00709. generally speaking (相邻汉明距离: 704)
00710. generally          (相邻汉明距离: 347)
00711. generously         (相邻汉明距离: 466)
00712. generous-minded    (相邻汉明距离: 479)
00713. graciousness       (相邻汉明距离: 650)
00714. gracious           (相邻汉明距离: 301)
00715. graciously         (相邻汉明距离: 297)
00716. gracefully         (相邻汉明距离: 281)
00717. gracelessly        (相邻汉明距离: 376)
00718. grimly             (相邻汉明距离: 546)
00719. grimace            (相邻汉明距离: 504)
00720. grimaced           (相邻汉明距离: 362)
00721. grim               (相邻汉明距离: 475)
00722. grave              (相邻汉明距离: 414)
00723. graveyard          (相邻汉明距离: 448)
00724. churchyard         (相邻汉明距离: 475)
00725. cementer           (相邻汉明距离: 664)
00726. cement             (相邻汉明距离: 513)
00727. concrete           (相邻汉明距离: 487)
00728. conglomerate       (相邻汉明距离: 624)
00729. conglomeration     (相邻汉明距离: 392)
00730. consolidated corporation (相邻汉明距离: 585)
00731. consolidated fund  (相邻汉明距离: 520)
00732. consolidated       (相邻汉明距离: 420)
00733. consolidate        (相邻汉明距离: 273)
00734. consortium         (相邻汉明距离: 564)
00735. consort            (相邻汉明距离: 390)
00736. conjunction        (相邻汉明距离: 662)
00737. conjoin            (相邻汉明距离: 364)
00738. join in            (相邻汉明距离: 448)
00739. joint account      (相邻汉明距离: 570)
00740. journal account    (相邻汉明距离: 476)
00741. journalize         (相邻汉明距离: 508)
00742. joule              (相邻汉明距离: 716)
00743. kilowatt           (相邻汉明距离: 587)
00744. kilometr           (相邻汉明距离: 555)
00745. km                 (相邻汉明距离: 419)
00746. Kent               (相邻汉明距离: 560)
00747. Kentucky           (相邻汉明距离: 352)
00748. Oklahoma           (相邻汉明距离: 415)
00749. Mississippi        (相邻汉明距离: 501)
00750. river              (相邻汉明距离: 510)
00751. flow               (相邻汉明距离: 503)
00752. fluid              (相邻汉明距离: 396)
00753. fluidity           (相邻汉明距离: 493)
00754. fluency            (相邻汉明距离: 525)
00755. fluent             (相邻汉明距离: 442)
00756. flown              (相邻汉明距离: 533)
00757. flow from          (相邻汉明距离: 488)
00758. inflow             (相邻汉明距离: 521)
00759. inward             (相邻汉明距离: 501)
00760. inwards            (相邻汉明距离: 146)
00761. inwardly           (相邻汉明距离: 231)
00762. inward processing  (相邻汉明距离: 422)
00763. inward collection  (相邻汉明距离: 482)
00764. inward bill        (相邻汉明距离: 500)
00765. inland             (相邻汉明距离: 599)
00766. intrastate         (相邻汉明距离: 507)
00767. intransitive       (相邻汉明距离: 642)
00768. intransigence      (相邻汉明距离: 461)
00769. intractable        (相邻汉明距离: 493)
00770. inert              (相邻汉明距离: 581)
00771. innate             (相邻汉明距离: 556)
00772. inborn             (相邻汉明距离: 434)
00773. inherited          (相邻汉明距离: 504)
00774. inheritance        (相邻汉明距离: 482)
00775. heritage           (相邻汉明距离: 537)
00776. hereditary         (相邻汉明距离: 486)
00777. heretic            (相邻汉明距离: 588)
00778. heresy             (相邻汉明距离: 360)
00779. hers               (相邻汉明距离: 613)
00780. her                (相邻汉明距离: 432)
00781. his                (相邻汉明距离: 367)
00782. him                (相邻汉明距离: 339)
00783. hum                (相邻汉明距离: 485)
00784. man                (相邻汉明距离: 479)
00785. male               (相邻汉明距离: 386)
00786. gender             (相邻汉明距离: 439)
00787. gander             (相邻汉明距离: 642)
00788. geese              (相邻汉明距离: 604)
00789. goose              (相邻汉明距离: 371)
00790. make a goose of sb. (相邻汉明距离: 497)
00791. coax sb. into doing sth. (相邻汉明距离: 670)
00792. fool sb into doing sth (相邻汉明距离: 516)
00793. fool about         (相邻汉明距离: 503)
00794. make a fool of     (相邻汉明距离: 488)
00795. make a mistake     (相邻汉明距离: 539)
00796. make no mistake    (相邻汉明距离: 459)
00797. make no mistake (about sth.) (相邻汉明距离: 294)
00798. make nothing of    (相邻汉明距离: 598)
00799. mean nothing to    (相邻汉明距离: 563)
00800. meaningless        (相邻汉明距离: 495)
00801. meaninglessness    (相邻汉明距离: 334)
00802. meaningfulness     (相邻汉明距离: 470)
00803. meaningful         (相邻汉明距离: 341)
00804. meanings           (相邻汉明距离: 537)
00805. meant              (相邻汉明距离: 531)
00806. meanwhile          (相邻汉明距离: 596)
00807. every now and then (相邻汉明距离: 681)
00808. from time to time  (相邻汉明距离: 525)
00809. in no time         (相邻汉明距离: 631)
00810. time-limited       (相邻汉明距离: 620)
00811. limitless          (相邻汉明距离: 547)
00812. illimitable        (相邻汉明距离: 422)
00813. ineluctable        (相邻汉明距离: 573)
00814. implacable         (相邻汉明距离: 543)
00815. impassable         (相邻汉明距离: 526)
00816. impassible         (相邻汉明距离: 351)
00817. impassive          (相邻汉明距离: 361)
00818. impassioned        (相邻汉明距离: 484)
00819. impatient          (相邻汉明距离: 526)
00820. impromptu          (相邻汉明距离: 544)
00821. improvise          (相邻汉明距离: 507)
00822. improve on         (相邻汉明距离: 595)
00823. crease             (相邻汉明距离: 639)
00824. increase           (相邻汉明距离: 236)
00825. increment          (相邻汉明距离: 327)
00826. extend             (相邻汉明距离: 530)
00827. expand             (相邻汉明距离: 328)
00828. expandable         (相邻汉明距离: 415)
00829. expanding          (相邻汉明距离: 331)
00830. expansile          (相邻汉明距离: 414)
00831. explosive          (相邻汉明距离: 579)
00832. explode            (相邻汉明距离: 523)
00833. explode a bombshell (相邻汉明距离: 543)
00834. exploratory        (相邻汉明距离: 667)
00835. exploration        (相邻汉明距离: 429)
00836. exploitation       (相邻汉明距离: 552)
00837. explication        (相邻汉明距离: 644)
00838. explain            (相邻汉明距离: 494)
00839. explicable         (相邻汉明距离: 569)
00840. inexplicably       (相邻汉明距离: 516)
00841. inconceivably      (相邻汉明距离: 507)
00842. conceivably        (相邻汉明距离: 451)
00843. demonstrably       (相邻汉明距离: 598)
00844. demonstrative      (相邻汉明距离: 359)
00845. demonstration      (相邻汉明距离: 394)
00846. demonstrator       (相邻汉明距离: 369)
00847. demon              (相邻汉明距离: 623)
00848. demonic            (相邻汉明距离: 398)
00849. devilish           (相邻汉明距离: 551)
00850. devilishly         (相邻汉明距离: 237)
00851. diabolical         (相邻汉明距离: 521)
00852. diabolize          (相邻汉明距离: 373)
00853. dissipate          (相邻汉明距离: 660)
00854. dissipation        (相邻汉明距离: 378)
00855. damping            (相邻汉明距离: 582)
00856. damper             (相邻汉明距离: 488)
00857. damp               (相邻汉明距离: 465)
00858. dam up             (相邻汉明距离: 485)
00859. goddamn            (相邻汉明距离: 601)
00860. goddamned          (相邻汉明距离: 157)
00861. damned             (相邻汉明距离: 427)
00862. damaged            (相邻汉明距离: 479)
00863. get injured        (相邻汉明距离: 536)
00864. injured            (相邻汉明距离: 247)
